city_id,city,country_id,last_update
1,A Corua (La Corua),87,15-02-06 4:45
2,Abha,82,15-02-06 4:45
3,Abu Dhabi,101,15-02-06 4:45
4,Acua,60,15-02-06 4:45
5,Adana,97,15-02-06 4:45
6,Addis Abeba,31,15-02-06 4:45
7,Aden,107,15-02-06 4:45
8,Adoni,44,15-02-06 4:45
9,Ahmadnagar,44,15-02-06 4:45
10,Akishima,50,15-02-06 4:45
11,Akron,103,15-02-06 4:45
12,al-Ayn,101,15-02-06 4:45
13,al-Hawiya,82,15-02-06 4:45
14,al-Manama,11,15-02-06 4:45
15,al-Qadarif,89,15-02-06 4:45
16,al-Qatif,82,15-02-06 4:45
17,Alessandria,49,15-02-06 4:45
18,Allappuzha (Alleppey),44,15-02-06 4:45
19,Allende,60,15-02-06 4:45
20,Almirante Brown,6,15-02-06 4:45
21,Alvorada,15,15-02-06 4:45
22,Ambattur,44,15-02-06 4:45
23,Amersfoort,67,15-02-06 4:45
24,Amroha,44,15-02-06 4:45
25,Angra dos Reis,15,15-02-06 4:45
26,Anpolis,15,15-02-06 4:45
27,Antofagasta,22,15-02-06 4:45
28,Aparecida de Goinia,15,15-02-06 4:45
29,Apeldoorn,67,15-02-06 4:45
30,Araatuba,15,15-02-06 4:45
31,Arak,46,15-02-06 4:45
32,Arecibo,77,15-02-06 4:45
33,Arlington,103,15-02-06 4:45
34,Ashdod,48,15-02-06 4:45
35,Ashgabat,98,15-02-06 4:45
36,Ashqelon,48,15-02-06 4:45
37,Asuncin,73,15-02-06 4:45
38,Athenai,39,15-02-06 4:45
39,Atinsk,80,15-02-06 4:45
40,Atlixco,60,15-02-06 4:45
41,Augusta-Richmond County,103,15-02-06 4:45
42,Aurora,103,15-02-06 4:45
43,Avellaneda,6,15-02-06 4:45
44,Bag,15,15-02-06 4:45
45,Baha Blanca,6,15-02-06 4:45
46,Baicheng,23,15-02-06 4:45
47,Baiyin,23,15-02-06 4:45
48,Baku,10,15-02-06 4:45
49,Balaiha,80,15-02-06 4:45
50,Balikesir,97,15-02-06 4:45
51,Balurghat,44,15-02-06 4:45
52,Bamenda,19,15-02-06 4:45
53,Bandar Seri Begawan,16,15-02-06 4:45
54,Banjul,37,15-02-06 4:45
55,Barcelona,104,15-02-06 4:45
56,Basel,91,15-02-06 4:45
57,Bat Yam,48,15-02-06 4:45
58,Batman,97,15-02-06 4:45
59,Batna,2,15-02-06 4:45
60,Battambang,18,15-02-06 4:45
61,Baybay,75,15-02-06 4:45
62,Bayugan,75,15-02-06 4:45
63,Bchar,2,15-02-06 4:45
64,Beira,63,15-02-06 4:45
65,Bellevue,103,15-02-06 4:45
66,Belm,15,15-02-06 4:45
67,Benguela,4,15-02-06 4:45
68,Beni-Mellal,62,15-02-06 4:45
69,Benin City,69,15-02-06 4:45
70,Bergamo,49,15-02-06 4:45
71,Berhampore (Baharampur),44,15-02-06 4:45
72,Bern,91,15-02-06 4:45
73,Bhavnagar,44,15-02-06 4:45
74,Bhilwara,44,15-02-06 4:45
75,Bhimavaram,44,15-02-06 4:45
76,Bhopal,44,15-02-06 4:45
77,Bhusawal,44,15-02-06 4:45
78,Bijapur,44,15-02-06 4:45
79,Bilbays,29,15-02-06 4:45
80,Binzhou,23,15-02-06 4:45
81,Birgunj,66,15-02-06 4:45
82,Bislig,75,15-02-06 4:45
83,Blumenau,15,15-02-06 4:45
84,Boa Vista,15,15-02-06 4:45
85,Boksburg,85,15-02-06 4:45
86,Botosani,78,15-02-06 4:45
87,Botshabelo,85,15-02-06 4:45
88,Bradford,102,15-02-06 4:45
89,Braslia,15,15-02-06 4:45
90,Bratislava,84,15-02-06 4:45
91,Brescia,49,15-02-06 4:45
92,Brest,34,15-02-06 4:45
93,Brindisi,49,15-02-06 4:45
94,Brockton,103,15-02-06 4:45
95,Bucuresti,78,15-02-06 4:45
96,Buenaventura,24,15-02-06 4:45
97,Bydgoszcz,76,15-02-06 4:45
98,Cabuyao,75,15-02-06 4:45
99,Callao,74,15-02-06 4:45
100,Cam Ranh,105,15-02-06 4:45
101,Cape Coral,103,15-02-06 4:45
102,Caracas,104,15-02-06 4:45
103,Carmen,60,15-02-06 4:45
104,Cavite,75,15-02-06 4:45
105,Cayenne,35,15-02-06 4:45
106,Celaya,60,15-02-06 4:45
107,Chandrapur,44,15-02-06 4:45
108,Changhwa,92,15-02-06 4:45
109,Changzhou,23,15-02-06 4:45
110,Chapra,44,15-02-06 4:45
111,Charlotte Amalie,106,15-02-06 4:45
112,Chatsworth,85,15-02-06 4:45
113,Cheju,86,15-02-06 4:45
114,Chiayi,92,15-02-06 4:45
115,Chisinau,61,15-02-06 4:45
116,Chungho,92,15-02-06 4:45
117,Cianjur,45,15-02-06 4:45
118,Ciomas,45,15-02-06 4:45
119,Ciparay,45,15-02-06 4:45
120,Citrus Heights,103,15-02-06 4:45
121,Citt del Vaticano,41,15-02-06 4:45
122,Ciudad del Este,73,15-02-06 4:45
123,Clarksville,103,15-02-06 4:45
124,Coacalco de Berriozbal,60,15-02-06 4:45
125,Coatzacoalcos,60,15-02-06 4:45
126,Compton,103,15-02-06 4:45
127,Coquimbo,22,15-02-06 4:45
128,Crdoba,6,15-02-06 4:45
129,Cuauhtmoc,60,15-02-06 4:45
130,Cuautla,60,15-02-06 4:45
131,Cuernavaca,60,15-02-06 4:45
132,Cuman,104,15-02-06 4:45
133,Czestochowa,76,15-02-06 4:45
134,Dadu,72,15-02-06 4:45
135,Dallas,103,15-02-06 4:45
136,Datong,23,15-02-06 4:45
137,Daugavpils,54,15-02-06 4:45
138,Davao,75,15-02-06 4:45
139,Daxian,23,15-02-06 4:45
140,Dayton,103,15-02-06 4:45
141,Deba Habe,69,15-02-06 4:45
142,Denizli,97,15-02-06 4:45
143,Dhaka,12,15-02-06 4:45
144,Dhule (Dhulia),44,15-02-06 4:45
145,Dongying,23,15-02-06 4:45
146,Donostia-San Sebastin,87,15-02-06 4:45
147,Dos Quebradas,24,15-02-06 4:45
148,Duisburg,38,15-02-06 4:45
149,Dundee,102,15-02-06 4:45
150,Dzerzinsk,80,15-02-06 4:45
151,Ede,67,15-02-06 4:45
152,Effon-Alaiye,69,15-02-06 4:45
153,El Alto,14,15-02-06 4:45
154,El Fuerte,60,15-02-06 4:45
155,El Monte,103,15-02-06 4:45
156,Elista,80,15-02-06 4:45
157,Emeishan,23,15-02-06 4:45
158,Emmen,67,15-02-06 4:45
159,Enshi,23,15-02-06 4:45
160,Erlangen,38,15-02-06 4:45
161,Escobar,6,15-02-06 4:45
162,Esfahan,46,15-02-06 4:45
163,Eskisehir,97,15-02-06 4:45
164,Etawah,44,15-02-06 4:45
165,Ezeiza,6,15-02-06 4:45
166,Ezhou,23,15-02-06 4:45
167,Faaa,36,15-02-06 4:45
168,Fengshan,92,15-02-06 4:45
169,Firozabad,44,15-02-06 4:45
170,Florencia,24,15-02-06 4:45
171,Fontana,103,15-02-06 4:45
172,Fukuyama,50,15-02-06 4:45
173,Funafuti,99,15-02-06 4:45
174,Fuyu,23,15-02-06 4:45
175,Fuzhou,23,15-02-06 4:45
176,Gandhinagar,44,15-02-06 4:45
177,Garden Grove,103,15-02-06 4:45
178,Garland,103,15-02-06 4:45
179,Gatineau,20,15-02-06 4:45
180,Gaziantep,97,15-02-06 4:45
181,Gijn,87,15-02-06 4:45
182,Gingoog,75,15-02-06 4:45
183,Goinia,15,15-02-06 4:45
184,Gorontalo,45,15-02-06 4:45
185,Grand Prairie,103,15-02-06 4:45
186,Graz,9,15-02-06 4:45
187,Greensboro,103,15-02-06 4:45
188,Guadalajara,60,15-02-06 4:45
189,Guaruj,15,15-02-06 4:45
190,guas Lindas de Gois,15,15-02-06 4:45
191,Gulbarga,44,15-02-06 4:45
192,Hagonoy,75,15-02-06 4:45
193,Haining,23,15-02-06 4:45
194,Haiphong,105,15-02-06 4:45
195,Haldia,44,15-02-06 4:45
196,Halifax,20,15-02-06 4:45
197,Halisahar,44,15-02-06 4:45
198,Halle/Saale,38,15-02-06 4:45
199,Hami,23,15-02-06 4:45
200,Hamilton,68,15-02-06 4:45
201,Hanoi,105,15-02-06 4:45
202,Hidalgo,60,15-02-06 4:45
203,Higashiosaka,50,15-02-06 4:45
204,Hino,50,15-02-06 4:45
205,Hiroshima,50,15-02-06 4:45
206,Hodeida,107,15-02-06 4:45
207,Hohhot,23,15-02-06 4:45
208,Hoshiarpur,44,15-02-06 4:45
209,Hsichuh,92,15-02-06 4:45
210,Huaian,23,15-02-06 4:45
211,Hubli-Dharwad,44,15-02-06 4:45
212,Huejutla de Reyes,60,15-02-06 4:45
213,Huixquilucan,60,15-02-06 4:45
214,Hunuco,74,15-02-06 4:45
215,Ibirit,15,15-02-06 4:45
216,Idfu,29,15-02-06 4:45
217,Ife,69,15-02-06 4:45
218,Ikerre,69,15-02-06 4:45
219,Iligan,75,15-02-06 4:45
220,Ilorin,69,15-02-06 4:45
221,Imus,75,15-02-06 4:45
222,Inegl,97,15-02-06 4:45
223,Ipoh,59,15-02-06 4:45
224,Isesaki,50,15-02-06 4:45
225,Ivanovo,80,15-02-06 4:45
226,Iwaki,50,15-02-06 4:45
227,Iwakuni,50,15-02-06 4:45
228,Iwatsuki,50,15-02-06 4:45
229,Izumisano,50,15-02-06 4:45
230,Jaffna,88,15-02-06 4:45
231,Jaipur,44,15-02-06 4:45
232,Jakarta,45,15-02-06 4:45
233,Jalib al-Shuyukh,53,15-02-06 4:45
234,Jamalpur,12,15-02-06 4:45
235,Jaroslavl,80,15-02-06 4:45
236,Jastrzebie-Zdrj,76,15-02-06 4:45
237,Jedda,82,15-02-06 4:45
238,Jelets,80,15-02-06 4:45
239,Jhansi,44,15-02-06 4:45
240,Jinchang,23,15-02-06 4:45
241,Jining,23,15-02-06 4:45
242,Jinzhou,23,15-02-06 4:45
243,Jodhpur,44,15-02-06 4:45
244,Johannesburg,85,15-02-06 4:45
245,Joliet,103,15-02-06 4:45
246,Jos Azueta,60,15-02-06 4:45
247,Juazeiro do Norte,15,15-02-06 4:45
248,Juiz de Fora,15,15-02-06 4:45
249,Junan,23,15-02-06 4:45
250,Jurez,60,15-02-06 4:45
251,Kabul,1,15-02-06 4:45
252,Kaduna,69,15-02-06 4:45
253,Kakamigahara,50,15-02-06 4:45
254,Kaliningrad,80,15-02-06 4:45
255,Kalisz,76,15-02-06 4:45
256,Kamakura,50,15-02-06 4:45
257,Kamarhati,44,15-02-06 4:45
258,Kamjanets-Podilskyi,100,15-02-06 4:45
259,Kamyin,80,15-02-06 4:45
260,Kanazawa,50,15-02-06 4:45
261,Kanchrapara,44,15-02-06 4:45
262,Kansas City,103,15-02-06 4:45
263,Karnal,44,15-02-06 4:45
264,Katihar,44,15-02-06 4:45
265,Kermanshah,46,15-02-06 4:45
266,Kilis,97,15-02-06 4:45
267,Kimberley,85,15-02-06 4:45
268,Kimchon,86,15-02-06 4:45
269,Kingstown,81,15-02-06 4:45
270,Kirovo-Tepetsk,80,15-02-06 4:45
271,Kisumu,52,15-02-06 4:45
272,Kitwe,109,15-02-06 4:45
273,Klerksdorp,85,15-02-06 4:45
274,Kolpino,80,15-02-06 4:45
275,Konotop,100,15-02-06 4:45
276,Koriyama,50,15-02-06 4:45
277,Korla,23,15-02-06 4:45
278,Korolev,80,15-02-06 4:45
279,Kowloon and New Kowloon,42,15-02-06 4:45
280,Kragujevac,108,15-02-06 4:45
281,Ktahya,97,15-02-06 4:45
282,Kuching,59,15-02-06 4:45
283,Kumbakonam,44,15-02-06 4:45
284,Kurashiki,50,15-02-06 4:45
285,Kurgan,80,15-02-06 4:45
286,Kursk,80,15-02-06 4:45
287,Kuwana,50,15-02-06 4:45
288,La Paz,60,15-02-06 4:45
289,La Plata,6,15-02-06 4:45
290,La Romana,27,15-02-06 4:45
291,Laiwu,23,15-02-06 4:45
292,Lancaster,103,15-02-06 4:45
293,Laohekou,23,15-02-06 4:45
294,Lapu-Lapu,75,15-02-06 4:45
295,Laredo,103,15-02-06 4:45
296,Lausanne,91,15-02-06 4:45
297,Le Mans,34,15-02-06 4:45
298,Lengshuijiang,23,15-02-06 4:45
299,Leshan,23,15-02-06 4:45
300,Lethbridge,20,15-02-06 4:45
301,Lhokseumawe,45,15-02-06 4:45
302,Liaocheng,23,15-02-06 4:45
303,Liepaja,54,15-02-06 4:45
304,Lilongwe,58,15-02-06 4:45
305,Lima,74,15-02-06 4:45
306,Lincoln,103,15-02-06 4:45
307,Linz,9,15-02-06 4:45
308,Lipetsk,80,15-02-06 4:45
309,Livorno,49,15-02-06 4:45
310,Ljubertsy,80,15-02-06 4:45
311,Loja,28,15-02-06 4:45
312,London,102,15-02-06 4:45
313,London,20,15-02-06 4:45
314,Lublin,76,15-02-06 4:45
315,Lubumbashi,25,15-02-06 4:45
316,Lungtan,92,15-02-06 4:45
317,Luzinia,15,15-02-06 4:45
318,Madiun,45,15-02-06 4:45
319,Mahajanga,57,15-02-06 4:45
320,Maikop,80,15-02-06 4:45
321,Malm,90,15-02-06 4:45
322,Manchester,103,15-02-06 4:45
323,Mandaluyong,75,15-02-06 4:45
324,Mandi Bahauddin,72,15-02-06 4:45
325,Mannheim,38,15-02-06 4:45
326,Maracabo,104,15-02-06 4:45
327,Mardan,72,15-02-06 4:45
328,Maring,15,15-02-06 4:45
329,Masqat,71,15-02-06 4:45
330,Matamoros,60,15-02-06 4:45
331,Matsue,50,15-02-06 4:45
332,Meixian,23,15-02-06 4:45
333,Memphis,103,15-02-06 4:45
334,Merlo,6,15-02-06 4:45
335,Mexicali,60,15-02-06 4:45
336,Miraj,44,15-02-06 4:45
337,Mit Ghamr,29,15-02-06 4:45
338,Miyakonojo,50,15-02-06 4:45
339,Mogiljov,13,15-02-06 4:45
340,Molodetno,13,15-02-06 4:45
341,Monclova,60,15-02-06 4:45
342,Monywa,64,15-02-06 4:45
343,Moscow,80,15-02-06 4:45
344,Mosul,47,15-02-06 4:45
345,Mukateve,100,15-02-06 4:45
346,Munger (Monghyr),44,15-02-06 4:45
347,Mwanza,93,15-02-06 4:45
348,Mwene-Ditu,25,15-02-06 4:45
349,Myingyan,64,15-02-06 4:45
350,Mysore,44,15-02-06 4:45
351,Naala-Porto,63,15-02-06 4:45
352,Nabereznyje Telny,80,15-02-06 4:45
353,Nador,62,15-02-06 4:45
354,Nagaon,44,15-02-06 4:45
355,Nagareyama,50,15-02-06 4:45
356,Najafabad,46,15-02-06 4:45
357,Naju,86,15-02-06 4:45
358,Nakhon Sawan,94,15-02-06 4:45
359,Nam Dinh,105,15-02-06 4:45
360,Namibe,4,15-02-06 4:45
361,Nantou,92,15-02-06 4:45
362,Nanyang,23,15-02-06 4:45
363,NDjamna,21,15-02-06 4:45
364,Newcastle,85,15-02-06 4:45
365,Nezahualcyotl,60,15-02-06 4:45
366,Nha Trang,105,15-02-06 4:45
367,Niznekamsk,80,15-02-06 4:45
368,Novi Sad,108,15-02-06 4:45
369,Novoterkassk,80,15-02-06 4:45
370,Nukualofa,95,15-02-06 4:45
371,Nuuk,40,15-02-06 4:45
372,Nyeri,52,15-02-06 4:45
373,Ocumare del Tuy,104,15-02-06 4:45
374,Ogbomosho,69,15-02-06 4:45
375,Okara,72,15-02-06 4:45
376,Okayama,50,15-02-06 4:45
377,Okinawa,50,15-02-06 4:45
378,Olomouc,26,15-02-06 4:45
379,Omdurman,89,15-02-06 4:45
380,Omiya,50,15-02-06 4:45
381,Ondo,69,15-02-06 4:45
382,Onomichi,50,15-02-06 4:45
383,Oshawa,20,15-02-06 4:45
384,Osmaniye,97,15-02-06 4:45
385,ostka,100,15-02-06 4:45
386,Otsu,50,15-02-06 4:45
387,Oulu,33,15-02-06 4:45
388,Ourense (Orense),87,15-02-06 4:45
389,Owo,69,15-02-06 4:45
390,Oyo,69,15-02-06 4:45
391,Ozamis,75,15-02-06 4:45
392,Paarl,85,15-02-06 4:45
393,Pachuca de Soto,60,15-02-06 4:45
394,Pak Kret,94,15-02-06 4:45
395,Palghat (Palakkad),44,15-02-06 4:45
396,Pangkal Pinang,45,15-02-06 4:45
397,Papeete,36,15-02-06 4:45
398,Parbhani,44,15-02-06 4:45
399,Pathankot,44,15-02-06 4:45
400,Patiala,44,15-02-06 4:45
401,Patras,39,15-02-06 4:45
402,Pavlodar,51,15-02-06 4:45
403,Pemalang,45,15-02-06 4:45
404,Peoria,103,15-02-06 4:45
405,Pereira,24,15-02-06 4:45
406,Phnom Penh,18,15-02-06 4:45
407,Pingxiang,23,15-02-06 4:45
408,Pjatigorsk,80,15-02-06 4:45
409,Plock,76,15-02-06 4:45
410,Po,15,15-02-06 4:45
411,Ponce,77,15-02-06 4:45
412,Pontianak,45,15-02-06 4:45
413,Poos de Caldas,15,15-02-06 4:45
414,Portoviejo,28,15-02-06 4:45
415,Probolinggo,45,15-02-06 4:45
416,Pudukkottai,44,15-02-06 4:45
417,Pune,44,15-02-06 4:45
418,Purnea (Purnia),44,15-02-06 4:45
419,Purwakarta,45,15-02-06 4:45
420,Pyongyang,70,15-02-06 4:45
421,Qalyub,29,15-02-06 4:45
422,Qinhuangdao,23,15-02-06 4:45
423,Qomsheh,46,15-02-06 4:45
424,Quilmes,6,15-02-06 4:45
425,Rae Bareli,44,15-02-06 4:45
426,Rajkot,44,15-02-06 4:45
427,Rampur,44,15-02-06 4:45
428,Rancagua,22,15-02-06 4:45
429,Ranchi,44,15-02-06 4:45
430,Richmond Hill,20,15-02-06 4:45
431,Rio Claro,15,15-02-06 4:45
432,Rizhao,23,15-02-06 4:45
433,Roanoke,103,15-02-06 4:45
434,Robamba,28,15-02-06 4:45
435,Rockford,103,15-02-06 4:45
436,Ruse,17,15-02-06 4:45
437,Rustenburg,85,15-02-06 4:45
438,s-Hertogenbosch,67,15-02-06 4:45
439,Saarbrcken,38,15-02-06 4:45
440,Sagamihara,50,15-02-06 4:45
441,Saint Louis,103,15-02-06 4:45
442,Saint-Denis,79,15-02-06 4:45
443,Sal,62,15-02-06 4:45
444,Salala,71,15-02-06 4:45
445,Salamanca,60,15-02-06 4:45
446,Salinas,103,15-02-06 4:45
447,Salzburg,9,15-02-06 4:45
448,Sambhal,44,15-02-06 4:45
449,San Bernardino,103,15-02-06 4:45
450,San Felipe de Puerto Plata,27,15-02-06 4:45
451,San Felipe del Progreso,60,15-02-06 4:45
452,San Juan Bautista Tuxtepec,60,15-02-06 4:45
453,San Lorenzo,73,15-02-06 4:45
454,San Miguel de Tucumn,6,15-02-06 4:45
455,Sanaa,107,15-02-06 4:45
456,Santa Brbara dOeste,15,15-02-06 4:45
457,Santa F,6,15-02-06 4:45
458,Santa Rosa,75,15-02-06 4:45
459,Santiago de Compostela,87,15-02-06 4:45
460,Santiago de los Caballeros,27,15-02-06 4:45
461,Santo Andr,15,15-02-06 4:45
462,Sanya,23,15-02-06 4:45
463,Sasebo,50,15-02-06 4:45
464,Satna,44,15-02-06 4:45
465,Sawhaj,29,15-02-06 4:45
466,Serpuhov,80,15-02-06 4:45
467,Shahr-e Kord,46,15-02-06 4:45
468,Shanwei,23,15-02-06 4:45
469,Shaoguan,23,15-02-06 4:45
470,Sharja,101,15-02-06 4:45
471,Shenzhen,23,15-02-06 4:45
472,Shikarpur,72,15-02-06 4:45
473,Shimoga,44,15-02-06 4:45
474,Shimonoseki,50,15-02-06 4:45
475,Shivapuri,44,15-02-06 4:45
476,Shubra al-Khayma,29,15-02-06 4:45
477,Siegen,38,15-02-06 4:45
478,Siliguri (Shiliguri),44,15-02-06 4:45
479,Simferopol,100,15-02-06 4:45
480,Sincelejo,24,15-02-06 4:45
481,Sirjan,46,15-02-06 4:45
482,Sivas,97,15-02-06 4:45
483,Skikda,2,15-02-06 4:45
484,Smolensk,80,15-02-06 4:45
485,So Bernardo do Campo,15,15-02-06 4:45
486,So Leopoldo,15,15-02-06 4:45
487,Sogamoso,24,15-02-06 4:45
488,Sokoto,69,15-02-06 4:45
489,Songkhla,94,15-02-06 4:45
490,Sorocaba,15,15-02-06 4:45
491,Soshanguve,85,15-02-06 4:45
492,Sousse,96,15-02-06 4:45
493,South Hill,5,15-02-06 4:45
494,Southampton,102,15-02-06 4:45
495,Southend-on-Sea,102,15-02-06 4:45
496,Southport,102,15-02-06 4:45
497,Springs,85,15-02-06 4:45
498,Stara Zagora,17,15-02-06 4:45
499,Sterling Heights,103,15-02-06 4:45
500,Stockport,102,15-02-06 4:45
501,Sucre,14,15-02-06 4:45
502,Suihua,23,15-02-06 4:45
503,Sullana,74,15-02-06 4:45
504,Sultanbeyli,97,15-02-06 4:45
505,Sumqayit,10,15-02-06 4:45
506,Sumy,100,15-02-06 4:45
507,Sungai Petani,59,15-02-06 4:45
508,Sunnyvale,103,15-02-06 4:45
509,Surakarta,45,15-02-06 4:45
510,Syktyvkar,80,15-02-06 4:45
511,Syrakusa,49,15-02-06 4:45
512,Szkesfehrvr,43,15-02-06 4:45
513,Tabora,93,15-02-06 4:45
514,Tabriz,46,15-02-06 4:45
515,Tabuk,82,15-02-06 4:45
516,Tafuna,3,15-02-06 4:45
517,Taguig,75,15-02-06 4:45
518,Taizz,107,15-02-06 4:45
519,Talavera,75,15-02-06 4:45
520,Tallahassee,103,15-02-06 4:45
521,Tama,50,15-02-06 4:45
522,Tambaram,44,15-02-06 4:45
523,Tanauan,75,15-02-06 4:45
524,Tandil,6,15-02-06 4:45
525,Tangail,12,15-02-06 4:45
526,Tanshui,92,15-02-06 4:45
527,Tanza,75,15-02-06 4:45
528,Tarlac,75,15-02-06 4:45
529,Tarsus,97,15-02-06 4:45
530,Tartu,30,15-02-06 4:45
531,Teboksary,80,15-02-06 4:45
532,Tegal,45,15-02-06 4:45
533,Tel Aviv-Jaffa,48,15-02-06 4:45
534,Tete,63,15-02-06 4:45
535,Tianjin,23,15-02-06 4:45
536,Tiefa,23,15-02-06 4:45
537,Tieli,23,15-02-06 4:45
538,Tokat,97,15-02-06 4:45
539,Tonghae,86,15-02-06 4:45
540,Tongliao,23,15-02-06 4:45
541,Torren,60,15-02-06 4:45
542,Touliu,92,15-02-06 4:45
543,Toulon,34,15-02-06 4:45
544,Toulouse,34,15-02-06 4:45
545,Trshavn,32,15-02-06 4:45
546,Tsaotun,92,15-02-06 4:45
547,Tsuyama,50,15-02-06 4:45
548,Tuguegarao,75,15-02-06 4:45
549,Tychy,76,15-02-06 4:45
550,Udaipur,44,15-02-06 4:45
551,Udine,49,15-02-06 4:45
552,Ueda,50,15-02-06 4:45
553,Uijongbu,86,15-02-06 4:45
554,Uluberia,44,15-02-06 4:45
555,Urawa,50,15-02-06 4:45
556,Uruapan,60,15-02-06 4:45
557,Usak,97,15-02-06 4:45
558,Usolje-Sibirskoje,80,15-02-06 4:45
559,Uttarpara-Kotrung,44,15-02-06 4:45
560,Vaduz,55,15-02-06 4:45
561,Valencia,104,15-02-06 4:45
562,Valle de la Pascua,104,15-02-06 4:45
563,Valle de Santiago,60,15-02-06 4:45
564,Valparai,44,15-02-06 4:45
565,Vancouver,20,15-02-06 4:45
566,Varanasi (Benares),44,15-02-06 4:45
567,Vicente Lpez,6,15-02-06 4:45
568,Vijayawada,44,15-02-06 4:45
569,Vila Velha,15,15-02-06 4:45
570,Vilnius,56,15-02-06 4:45
571,Vinh,105,15-02-06 4:45
572,Vitria de Santo Anto,15,15-02-06 4:45
573,Warren,103,15-02-06 4:45
574,Weifang,23,15-02-06 4:45
575,Witten,38,15-02-06 4:45
576,Woodridge,8,15-02-06 4:45
577,Wroclaw,76,15-02-06 4:45
578,Xiangfan,23,15-02-06 4:45
579,Xiangtan,23,15-02-06 4:45
580,Xintai,23,15-02-06 4:45
581,Xinxiang,23,15-02-06 4:45
582,Yamuna Nagar,44,15-02-06 4:45
583,Yangor,65,15-02-06 4:45
584,Yantai,23,15-02-06 4:45
585,Yaound,19,15-02-06 4:45
586,Yerevan,7,15-02-06 4:45
587,Yinchuan,23,15-02-06 4:45
588,Yingkou,23,15-02-06 4:45
589,York,102,15-02-06 4:45
590,Yuncheng,23,15-02-06 4:45
591,Yuzhou,23,15-02-06 4:45
592,Zalantun,23,15-02-06 4:45
593,Zanzibar,93,15-02-06 4:45
594,Zaoyang,23,15-02-06 4:45
595,Zapopan,60,15-02-06 4:45
596,Zaria,69,15-02-06 4:45
597,Zeleznogorsk,80,15-02-06 4:45
598,Zhezqazghan,51,15-02-06 4:45
599,Zhoushan,23,15-02-06 4:45
600,Ziguinchor,83,15-02-06 4:45
